,ProductName,PriceSale,Brand,RamCapacity,DisplaySize,DisplayResolution,CPUBrand,PinCapacity,PinCell,Bluetooth,Weight,OS,DiskSpace
365,Laptop Asus Vivobook X515EA BQ1006W,11190000,ASUS,4,15.6,1920x1080,INTEL,37.0,2,4,1.8,WINDOW,512
366,Laptop Acer Gaming Aspire 7 A715-41G-R150,19160000,ACER,8,15.6,1920x1080,INTEL,48.0,4,5,2.1,WINDOW,512
367,Laptop Gaming MSI Bravo 15 B5DD-265VN,19190000,MSI,8,15.6,1920x1080,INTEL,53.5,3,5,2.35,WINDOW,512
368,Laptop Asus Rog Flow X13 GV301QC K6082T,36990000,ASUS,16,13.4,1920x1200,INTEL,62.0,4,5,1.3,WINDOW,512
369,Laptop Dell Inspiron I3511 HGPJ4,16990000,DELL,8,15.6,1920x1080,INTEL,41.0,3,5,1.8,WINDOW,256
370,Laptop Lenovo Thinkpad P14S G2 T 20VX008LVN,36790000,LENOVO,16,14.0,1920x1080,INTEL,50.0,,5,1.502,,512
371,Laptop ASUS TUF Dash F15 FX516PC-HN001T,23490000,ASUS,8,15.6,1920x1080,INTEL,76.0,4,5,,WINDOW,512
372,Laptop Dell Inspiron 7306 N7306A,30990000,DELL,16,13.3,3840x2160,INTEL,60.0,4,5,1.37,WINDOW,512
373,Laptop MSI Gaming Alpha 17 B5EEK-031VN,28490000,MSI,8,17.3,1920x1080,INTEL,90.0,4,5,2.55,WINDOW,512
374,Apple imac 21.5 4K 2020 i5 3.0 8GB 256GB Radeon 560X Chính Hãng (MHK33),27990000,APPLE,8,21.5,4096x2304,INTEL,,,4,5.48,MACOS,256
375,Macbook Pro 16 inch 2021 10 CPU - 16 GPU 32GB 512GB 2021 | Chính hãng Apple Việt Nam,71990000,APPLE,32,16.2,3456x2234,INTEL,,,5,2.2,,512
376,Laptop Dell Vostro 14 3400 YX51W2,19890000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,256
377,Macbook Pro 14 inch 2021 M1 Max 10 CPU - 24 GPU 32GB 512GB sạc 96W | Chính hãng Apple Việt Nam,69990000,APPLE,32,14.2,3024x1964,INTEL,,,5,1.6,,512
378,Laptop ASUS TUF Gaming FX516PE-HN005T,27590000,ASUS,8,15.6,1080x1920,INTEL,76.0,4,5,,WINDOW,512
379,Surface Laptop 4,20990000,MICROSOFT,8,13.5,2256x1504,INTEL,,,5,1.27,WINDOW,128
380,iMac 24 2021 M1 8GPU 8GB 256GB I Chính hãng Apple Việt Nam,39500000,APPLE,8,24.0,4480x2520,INTEL,,,5,4.46,MACOS,256
381,Laptop ASUS TUF Gaming FX516PE-HN005T,27590000,ASUS,8,15.6,1080x1920,INTEL,76.0,4,5,,WINDOW,512
382,Laptop Lenovo Yoga Slim 7I PRO 14IUH5,34190000,LENOVO,16,14.0,2880x1800,INTEL,61.0,,5,1.38,WINDOW,1024
383,Laptop Dell Vostro 14 3400 YX51W3,19990000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,512
384,Laptop Dell Inspiron 7501 N5I5012W,28290000,DELL,8,15.6,1920x1080,INTEL,,3,5,1.9,WINDOW,512
385,Laptop ASUS Gaming ROG Zephyrus G14 GA401QC-HZ032T,31090000,ASUS,16,14.0,1920x1080,INTEL,76.0,4,5,1.7,WINDOW,512
386,Laptop Asus Tuf Gaming FX706HCB-HX105W,20990000,ASUS,8,17.3,,INTEL,48.0,3,5,2.6,WINDOW,512
387,Laptop Asus Vivobook Pro M3500QC - L1327W,25790000,ASUS,16,15.6,1920x1080,INTEL,63.0,3,5,1.65,,512
388,Laptop Lenovo Ideapad Yoga 6 13ALC6 82ND00BDVN,18490000,LENOVO,8,13.3,1920x1080,INTEL,60.0,4,5,1.31,WINDOW,512
389,Laptop ASUS VivoBook X515MA-BR112T,7990000,ASUS,4,15.6,1366x768,INTEL,37.0,2,4,1.8,WINDOW,256
390,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y9VN,22290000,LENOVO,8,15.6,1920x1080,INTEL,45.0,3,5,2.2,WINDOW,512
391,Laptop Acer Aspire 5 A514-54-59QK NX.A2ASV.008,14990000,ACER,8,14.0,1920x1080,INTEL,48.0,3,5,1.45,WINDOW,512
392,Laptop Dell Inspiron 3501 70253897,20590000,DELL,8,15.6,1080x1920,INTEL,42.0,3,4,1.96,WINDOW,512
393,Laptop gaming MSI GF63 Thin 11SC 662VN,20790000,MSI,8,15.6,1920x1080,INTEL,51.0,3,5,1.86,WINDOW,512
394,Dell Gaming G15 Ryzen Edition 5515 70266675,26990000,DELL,16,15.6,1920x1080,INTEL,56.0,4,5,2.81,WINDOW,512
395,Laptop MSI Modern 14 B11MO,21090000,MSI,8,14.0,1920x1080,INTEL,39.0,3,5,1.3,WINDOW,512
396,Laptop HP 14S CF2527TU 4K4A1PA,10900000,HP,4,14.0,1366x768,INTEL,41.7,3,4,1.47,WINDOW,256
397,Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,24590000,ACER,8,15.6,1920x1080,INTEL,5.0,4,5,2.5,WINDOW,512
398,Macbook Pro 16 inch 2021 M1 Max 10 CPU - 32 GPU 64GB 8TB 2021 | Chính hãng Apple Việt Nam,179990000,APPLE,64,16.2,3456x2234,INTEL,,,5,2.2,,8192
399,Laptop gaming MSI GF63 Thin 11SC 664VN,18490000,MSI,8,15.6,1920x1080,INTEL,51.0,3,5,1.86,WINDOW,512
400,Laptop Dell Inspiron 15 5000 I5502 1M9GD,19190000,DELL,8,15.6,1920x1080,INTEL,,,,,,
401,Laptop Lenovo IdeaPad Gaming 3 15IHU6 82K100FBVN,26990000,LENOVO,8,15.6,1920x1080,INTEL,45.0,3,5,2.25,WINDOW,512
402,Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,24590000,ACER,8,15.6,1920x1080,INTEL,5.0,4,5,2.5,WINDOW,512
403,Macbook Pro 16 inch 2021 M1 Max 10 CPU - 32 GPU 64GB 8TB 2021 | Chính hãng Apple Việt Nam,179990000,APPLE,64,16.2,3456x2234,INTEL,,,5,2.2,,8192
404,Laptop Huawei Matebook D15,14990000,HUAWEI,8,15.6,1920x1080,INTEL,42.0,,5,1.56,WINDOW,256
405,Laptop Lenovo Legion 7 16ACHG6 82N60038VN,49990000,LENOVO,16,16.0,2560x1600,INTEL,80.0,,5,,WINDOW,1024
406,Laptop Asus S533EQ - BQ429W,23990000,ASUS,16,15.6,1920x1080,INTEL,,3,5,1.6,WINDOW,512
407,Laptop Lenovo Legion 5 Pro 16ITH6H,44990000,LENOVO,16,16.0,2560x1600,INTEL,80.0,4,5,2.3,WINDOW,512
408,Laptop Asus VivoBook M7600QC-L2077W,30990000,ASUS,16,16.0,,INTEL,96.0,6,5,1.95,,512
409,Laptop Dell Gaming G15 5511 P105F006BGR,31990000,DELL,16,15.6,1920x1080,INTEL,56.0,3,,2.5,WINDOW,512
410,Laptop Asus Gaming Rog Strix Scar 15 G533ZM-LN013W,49990000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,2.3,WINDOW,1024
411,Laptop MSI Gaming Bravo 15 B5DD-028VN,23590000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.9,WINDOW,512
412,Laptop Dell Vostro 3400 70235020,15890000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,256
413,Laptop MSI Modern 14 B10MW,13830000,MSI,8,14.0,1920x1080,INTEL,,3,5,1.3,WINDOW,256
414,Laptop Lenovo ideapad 5 pro 14ACN 82L700L7VN,19990000,LENOVO,16,14.0,2880x1800,INTEL,56.5,,5,1.38,WINDOW,512
415,Surface Laptop 3 Core i5 / 8GB / 256 GB / 13.5 inches Nhập Khẩu Chính Hãng,26990000,MICROSOFT,8,13.5,2256x1504,INTEL,,,5,1.2,WINDOW,256
416,Laptop Dell Vostro 3400 70270645,16490000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.64,WINDOW,256
417,Laptop ASUS ZenBook UX325EA,21690000,ASUS,8,13.3,1920x1080,INTEL,67.0,4,5,1.11,WINDOW,256
418,Laptop Gigabyte G5 KC-5S11130SH,28190000,GIGABYTE,16,15.6,1920x1080,INTEL,96.0,4,5,2.2,WINDOW,512
419,Laptop ASUS X509MA-BR270T,7290000,ASUS,4,15.6,1366x768,INTEL,32.0,2,4,1.8,WINDOW,256
420,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y8VN,20590000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,2.4,WINDOW,512
421,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y8VN,20590000,LENOVO,8,15.6,1920x1080,INTEL,,3,5,2.4,WINDOW,512
422,Laptop ASUS X509MA-BR270T,7290000,ASUS,4,15.6,1366x768,INTEL,32.0,2,4,1.8,WINDOW,256
423,Laptop ASUS X509MA-BR270T,7290000,ASUS,4,15.6,1366x768,INTEL,32.0,2,4,1.8,WINDOW,256
424,Laptop ASUS Gaming ROG Strix G15 G513QC-HN015T,26590000,ASUS,8,15.6,1920x1080,INTEL,56.0,4,5,2.3,WINDOW,512
425,Laptop Dell Vostro 5410 V4i5214W1,21890000,DELL,8,14.0,1920x1080,INTEL,54.0,4,5,1.44,WINDOW,512
426,Laptop LG gram 2020 14ZD90N-V.AX55A5,24280000,LG,8,14.0,1920x1080,INTEL,72.0,4,5,,FREE,512
427,Laptop ASUS VivoBook A515EA-L12033T,16990000,ASUS,8,15.6,1080x1920,INTEL,42.0,3,5,1.8,WINDOW,512
428,Laptop ASUS VivoBook Flip 14 TM420UA-EC022T,16990000,ASUS,8,14.0,1920x1080,INTEL,,3,5,1.5,WINDOW,512
429,Laptop Dell Inspiron 15 3505 Y1N1T5,18490000,DELL,8,15.6,1920x1080,INTEL,42.0,3,5,1.83,WINDOW,512
430,Laptop Asus Expert Book B5302CEA KG0493W,20990000,ASUS,8,13.3,1920x1080,INTEL,66.0,4,5,1.33,WINDOW,512
431,Laptop Acer Aspire 3 A315-57G-524Z NX.HZRSV.009,15990000,ACER,8,15.6,1080x1920,INTEL,36.0,3,4,1.9,WINDOW,512
433,Laptop ASUS VivoBook 14 A415EA-EB360T,18290000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,5,1.4,WINDOW,512
434,Laptop Gaming Acer Nitro 5 AN515-56-79U2 NH.QBZSV.001,24500000,ACER,8,15.6,1920x1080,INTEL,57.0,3,5,2.45,WINDOW,512
435,Apple Mac mini M1 512GB 2020 I Chính hãng Apple Việt Nam,21500000,APPLE,8,,,,,,5,1.2,MACOS,512
436,Laptop Lenovo ideapad 5 pro 14ACN6 82L700L5VN,18490000,LENOVO,16,14.0,2880x1800,INTEL,56.5,,5,1.38,WINDOW,512
437,Laptop ASUS VivoBook Flip 14 TM420UA-EC024T,19990000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,4,1.5,WINDOW,512
438,Laptop Dell Inspiron 3511 26F1K,12990000,DELL,8,15.6,1920x1080,INTEL,,,,1.83,WINDOW,128
439,Laptop Asus VivoBook Flip 14 TM420UA-EC181W,15990000,ASUS,8,14.0,1920x1080,INTEL,42.0,3,5,1.5,,512
440,Laptop Lenovo Yoga Slim 9 14ITL5,45990000,LENOVO,16,14.0,3840x2160,INTEL,63.5,4,5,1.29,WINDOW,1024
441,Laptop MSI Gaming Bravo 15 B5DD-027VN,20890000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.9,WINDOW,512
442,Laptop Dell Inspiron 14 5406 TYCJN1,29190000,DELL,8,14.0,1080x1920,INTEL,40.0,,5,1.65,WINDOW,512
443,Laptop Dell Vostro 3510 P112F002BBL,21990000,DELL,8,15.6,1920x1080,INTEL,41.0,3,,1.69,WINDOW,512
444,iMac 24 2021 M1 8GPU 8GB 512GB I Chính hãng Apple Việt Nam,41500000,APPLE,8,24.0,4480x2520,INTEL,,,5,4.46,MACOS,512
445,Laptop HP 15-DW1001WN 4J238UA,9790000,HP,4,15.6,1920x1080,INTEL,41.0,3,4,1.78,WINDOW,128
446,Laptop HP Envy 13-BA1535TU 4U6M4PA,27990000,HP,8,13.3,1920x1080,INTEL,51.0,3,5,1.3,WINDOW,512
447,Laptop ASUS ZenBook UX325EA-KG599W,27990000,ASUS,16,13.3,1920x1080,INTEL,67.0,4,5,1.14,WINDOW,512
448,Laptop Asus Vivobook S530UN-BQ198T,9590000,ASUS,8,15.6,1920x1080,INTEL,,3,4,1.76,WINDOW,1024
449,Laptop Dell Inspiron 14 5410 P143G001ASL,23690000,DELL,8,14.0,1080x1920,INTEL,54.0,4,5,1.49,WINDOW,512
451,Laptop ASUS VivoBook X413JA,11950000,ASUS,4,14.0,1920x1080,INTEL,,,5,1.4,WINDOW,
452,Laptop Dell Gaming G5 5500 P89F003,33610000,DELL,16,15.6,1920x1080,INTEL,68.0,4,5,2.34,WINDOW,512
453,Laptop MSI Gaming GF63 THIN 10SC-020VN,20990000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
454,Laptop ASUS VivoBook 15 A515EA,14290000,ASUS,4,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,512
455,Laptop Dell Gaming G15 5511 P105F006AGR,32590000,DELL,8,15.6,1920x1080,INTEL,56.0,3,5,2.5,WINDOW,512
456,Laptop ASUS E210MA-GJ083T,7290000,ASUS,4,11.6,1366x768,INTEL,,2,4,1.05,WINDOW,
457,Laptop ASUS Gaming ROG Zephyrus G15 GA503QE-HQ078T,38090000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,1.9,WINDOW,512
458,Laptop Dell Inspirion 14 5410 70270653,23490000,DELL,8,14.0,1920x1080,INTEL,41.0,3,5,1.44,WINDOW,512
459,Laptop MSI Modern 14 B11MOU-848VN,20490000,MSI,8,14.0,1080x1920,INTEL,50.0,4,5,1.3,WINDOW,512
460,Laptop Lenovo V15 G2 ITL,16990000,LENOVO,8,15.6,1920x1080,INTEL,,2,4,1.7,WINDOW,512
461,Laptop ASUS TUF Gaming FA506QM-HN016T,30790000,ASUS,16,15.6,1920x1080,INTEL,90.0,4,5,2.3,WINDOW,512
462,Laptop Asus Zenbook UX425EA KI749,20290000,ASUS,8,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
463,Laptop Lenovo Ideapad 5 15ITL05 82FG00M5VN,18890000,LENOVO,8,15.6,1920x1080,INTEL,45.0,3,5,1.66,WINDOW,512
464,Laptop Dell Inspirion 15 3511 70270650,18990000,DELL,8,15.6,1920x1080,INTEL,41.0,3,5,1.85,WINDOW,512
465,Laptop ASUS VivoBook Pro M3401QA-KM040T,20290000,ASUS,8,14.0,2880x1800,INTEL,90.0,3,5,1.4,WINDOW,512
466,Laptop ASUS E210MA-GJ353T,7790000,ASUS,4,11.6,1366x768,INTEL,38.0,2,4,1.13,WINDOW,128
467,Laptop Dell Vostro 3405 V4R53500u003W1,16490000,DELL,8,14.0,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
468,Laptop Gaming Acer Nitro 5 AN515-45-R3SM NH.QBMSV.005,21990000,ACER,8,15.6,1920x1080,INTEL,57.0,4,5,2.2,WINDOW,512
469,iMac 24 2021 M1 8GPU 16GB 1TB I Chính hãng Apple Việt Nam,54990000,APPLE,16,24.0,4480x2520,INTEL,,,5,4.46,MACOS,512
470,Laptop HP 240 G8 1H7F8AV,11790000,HP,4,14.0,1080x1920,INTEL,,,,1.47,WINDOW,1024
471,Laptop HP 15S-FQ2558TU 46M26PA,19090000,HP,8,15.6,1366x768,INTEL,41.0,3,4,1.7,WINDOW,512
472,Laptop MSI Modern 14 B11MOU-848VN,20490000,MSI,8,14.0,1080x1920,INTEL,50.0,4,5,1.3,WINDOW,512
473,Laptop ASUS E210KA-GJ031T,8290000,ASUS,4,11.6,1366x768,INTEL,38.0,2,4,1.05,WINDOW,
474,Laptop Lenovo Legion 5 15ACH6 82JU00DFVN,30990000,LENOVO,8,15.6,1920x1080,INTEL,80.0,4,5,2.4,WINDOW,512
475,Laptop Dell Latitude 3520 70251590,24590000,DELL,8,15.6,1920x1080,INTEL,41.0,3,5,1.79,FREE,256
476,Laptop Dell Vostro 5301 C4VV92,22190000,DELL,,13.3,1080x1920,INTEL,40.0,3,5,1.06,WINDOW,512
477,Laptop Dell Alienware M15 R6 70262923,64090000,DELL,32,15.6,2560x1440,INTEL,86.0,6,5,2.69,WINDOW,1024
478,Laptop Lenovo IdeaPad 5 Pro 16ACH6,26590000,LENOVO,16,16.0,2560x1600,INTEL,75.0,4,5,1.9,WINDOW,512
479,Apple Studio Display 27 5K Màn Nano Chân đế điều chỉnh 2022 chính hãng,62990000,APPLE,,27.0,5120x2880,,,,,6.3,,
480,Laptop Gaming MSI Stealth 15M A11SDK 061VN,32280000,MSI,16,15.6,1920x1080,INTEL,52.0,3,5,1.69,WINDOW,512
481,Laptop Dell Vostro 5301 C4VV92,22190000,DELL,,13.3,1080x1920,INTEL,40.0,3,5,1.06,WINDOW,512
482,Laptop ASUS VivoBook X1502ZA-BQ127W,17290000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
483,Laptop Gaming MSI Stealth 15M A11SDK 061VN,32280000,MSI,16,15.6,1920x1080,INTEL,52.0,3,5,1.69,WINDOW,512
484,Laptop ASUS Vivobook Flip 14 TP470EA-EC027T,13790000,ASUS,4,14.0,1080x1920,INTEL,42.0,3,5,1.5,,512
486,Laptop ASUS Gaming ROG Strix G512-IHN281T,26990000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.39,WINDOW,
487,Laptop HP Probook 430 G8 2H0N6PA,19590000,HP,4,13.3,1920x1080,INTEL,45.0,3,5,1.255,WINDOW,256
488,Laptop HP Pavilion 14-DV0510TU 46L79PA,18490000,HP,8,14.0,1920x1080,INTEL,41.0,3,5,1.6,WINDOW,512
489,Laptop HP 15-HP 15 T-DW300 1A3Y3AV,14990000,HP,8,15.6,1366x768,INTEL,41.0,3,5,1.75,WINDOW,256
490,Laptop ASUS TUF Gaming FX706HC-HX009T,28690000,ASUS,8,17.3,1920x1080,INTEL,48.0,3,5,2.6,WINDOW,512
491,Laptop Acer Swift 3 SF313-53-518Y NX.A4JSV.003,21190000,ACER,16,13.5,2256x1504,INTEL,56.0,3,5,1.2,WINDOW,512
492,Laptop ASUS Gaming ROG FLOW X13 GV301QH-K6054T,34990000,ASUS,16,13.0,1920x1080,INTEL,,,5,1.3,WINDOW,512
493,Laptop ASUS TUF Gaming FX506LI-HN039T,19990000,ASUS,8,15.6,1920x1080,INTEL,48.0,3,5,2.2,WINDOW,512
494,Laptop Lenovo ideapad 5 Pro 82L500LDVN,26490000,LENOVO,16,16.0,2560x1600,INTEL,75.0,4,5,1.9,WINDOW,512
495,Laptop MSI Gaming GF63 THIN 10SC-014VN,19290000,MSI,8,15.6,1920x1080,INTEL,,3,5,1.8,WINDOW,512
496,Laptop HP 250 G8 518V5PA,14990000,HP,4,14.0,1920x1080,INTEL,41.0,3,,1.47,WINDOW,256
497,Laptop ASUS TUF Gaming FX706HC-HX003T,25690000,ASUS,8,17.3,1920x1080,INTEL,48.0,,5,2.6,WINDOW,512
498,Laptop Dell Alienware M15 R6 P109F001ABL,58990000,DELL,32,15.6,2560x1440,INTEL,86.0,,,2.69,WINDOW,1024
499,Laptop Dell Vostro 5510 70253901,21690000,DELL,8,15.6,1920x1080,INTEL,54.0,4,5,1.63,WINDOW,512
500,Laptop Dell Gaming G3 G3500CW,25900000,DELL,16,15.6,1920x1080,INTEL,51.0,3,5,2.3,WINDOW,256
501,Laptop Asus ROG Strix Scar 15 G533ZW-LN133W,65990000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,2.3,WINDOW,1024
502,Laptop ASUS X515MA-BR481T,7990000,ASUS,4,15.6,1366x768,INTEL,37.0,2,4,1.8,WINDOW,256
503,Laptop Dell Alienware M15 R6 P109F001ABL,58990000,DELL,32,15.6,2560x1440,INTEL,86.0,,,2.69,WINDOW,1024
504,Laptop HP 250 G8 518V5PA,14990000,HP,4,14.0,1920x1080,INTEL,41.0,3,,1.47,WINDOW,256
505,Laptop Dell Vostro 5510 70253901,21690000,DELL,8,15.6,1920x1080,INTEL,54.0,4,5,1.63,WINDOW,512
506,Laptop Asus Rog Zenphyrus M16 GU603ZW K8021W,71990000,ASUS,32,16.0,2560x1600,INTEL,90.0,4,5,1.9,WINDOW,1024
507,Laptop ASUS Vivobook A515EA-L11171T,18490000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.8,WINDOW,512
508,Laptop MSI Summit E16 FLIP A11UCT-030VN,44990000,MSI,16,16.0,2560x1080,INTEL,82.0,4,5,1.9,WINDOW,1024
509,Laptop MSI Modern14 B11MOU-851VN,12990000,MSI,8,14.0,1080x1920,INTEL,39.0,3,5,,WINDOW,256
510,Laptop Dell Inspirion 5410 P143G001BSL,23490000,DELL,8,14.0,1920x1080,INTEL,54.0,4,,1.44,WINDOW,512
511,Laptop Asus Expertbook B9400CEA KC1258W,32990000,ASUS,16,14.0,1920x1080,INTEL,66.0,4,5,1.1,WINDOW,1024
512,Laptop ASUS ROG Strix G17 G713QR-HG073T,47890000,ASUS,16,17.3,1080x1920,INTEL,90.0,4,,2.7,WINDOW,1024
513,Laptop Dell Inspiron 3501 N3501B,17690000,DELL,4,15.6,1920x1080,INTEL,42.0,3,5,1.96,WINDOW,512
514,Laptop ASUS Zenbook UX425EA,29090000,ASUS,16,14.0,1920x1080,INTEL,67.0,4,5,1.17,WINDOW,512
515,Laptop Lenovo Ideapad Slim 3 15ARE05 81W4009FVN,13290000,LENOVO,8,15.6,1920x1080,INTEL,35.0,2,5,1.5,WINDOW,256
516,Laptop HP 15S-DU1105TU 2Z6L3PA,12490000,HP,4,15.6,1366x768,INTEL,41.0,3,4,1.74,WINDOW,256
517,Laptop HP 240 G8 518V7PA,16290000,HP,8,14.0,1920x1080,INTEL,41.04,3,4,1.426,WINDOW,512
518,Laptop ASUS TUF DashF15 FX516PC-HN011T,23890000,ASUS,8,15.6,1920x1080,INTEL,76.0,4,5,2.0,WINDOW,512
519,Laptop Lenovo Thinkbook 15 G2 ITL,20590000,LENOVO,8,15.6,1080x1920,INTEL,,3,5,1.7,,512
520,Laptop ASUS ZenBook Flip S UX371EA-HL701TS,40990000,ASUS,16,13.3,3840x2160,INTEL,,4,5,1.2,WINDOW,1024
521,Laptop HP 15S-FQ2602TU 4B6D3PA,16390000,HP,8,15.6,1366x768,INTEL,41.0,3,4,1.7,WINDOW,256
522,Laptop ASUS ROG Strix G15 G513QM-HQ283T,37990000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,2.3,WINDOW,512
523,Laptop ASUS TUF Gaming FA706IU-H7133T,26990000,ASUS,8,17.3,1920x1080,INTEL,90.0,4,5,2.6,WINDOW,512
524,Laptop Dell Inspiron 3501 5081BLK,18490000,DELL,,15.6,1920x1080,INTEL,,3,4,1.96,WINDOW,256
525,Laptop ASUS VivoBook D515UA-EJ045T,13990000,ASUS,4,15.6,1920x1080,INTEL,,2,4,1.8,WINDOW,512
526,Laptop MSI Modern 14 B5M,16690000,MSI,8,14.0,1080x1920,INTEL,39.0,3,5,1.3,WINDOW,512
527,Laptop Asus Vivobook X507UA-EJ314T,10690000,ASUS,,15.6,1920x1080,INTEL,,3,4,1.68,WINDOW,1024
528,Laptop ASUS Vivobook  A515EP-BQ630T,20290000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
529,Laptop ASUS Vivobook 15 X515EP-EJ006T,18390000,ASUS,8,15.6,1920x1080,INTEL,37.0,2,4,1.8,WINDOW,512
530,Laptop MSI Gaming GP76 Leopard 11UG-280VN,46990000,MSI,16,17.3,1080x1920,INTEL,65.0,4,5,2.6,WINDOW,1024
531,Laptop MSI Summit E16 FLIP A11UCT-030VN,44990000,MSI,16,16.0,2560x1080,INTEL,82.0,4,5,1.9,WINDOW,1024
532,Laptop MSI Modern14 B11MOU-851VN,12990000,MSI,8,14.0,1080x1920,INTEL,39.0,3,5,,WINDOW,256
533,Laptop HP 240 G8 518V7PA,16290000,HP,8,14.0,1920x1080,INTEL,41.04,3,4,1.426,WINDOW,512
534,Laptop ASUS VivoBook 14 A515EA-BQ498T,16590000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
535,Laptop Lenovo Ideapad 5 Pro 14ACN6 82l7007XVN,21990000,LENOVO,16,14.0,2240x1400,INTEL,56.5,,5,41.0,WINDOW,512
536,Laptop ASUS Vivobook S533EA,17290000,ASUS,8,15.6,1920x1080,INTEL,50.0,3,5,1.667,WINDOW,512
537,Macbook Pro 14 inch 2021 M1 Pro 8 CPU - 14 GPU 32GB 1TGB sạc 67W | Chính hãng Apple Việt Nam,70990000,APPLE,32,14.2,3024x1964,INTEL,,,5,1.6,,512
538,Laptop ASUS VivoBook Pro M3500QC-L1085T,28790000,ASUS,16,15.6,1920x1080,INTEL,63.0,3,5,1.65,WINDOW,512
539,Laptop ASUS VivoBook X515EA-EJ1046T,16590000,ASUS,8,15.6,1920x1080,INTEL,37.0,2,4,1.8,WINDOW,512
540,Laptop MSI Creator Z16 A11UET-218VN,63490000,MSI,32,16.0,2560x1600,INTEL,99.0,4,5,2.2,WINDOW,1024
541,Laptop ASUS Gaming ROG Zephyrus G15 GA503QM-HQ158T,42990000,ASUS,16,15.6,2560x1440,INTEL,90.0,4,5,1.9,WINDOW,512
542,Laptop ASUS ZenBook UX325EA-KG538W,21690000,ASUS,8,13.3,1920x1080,INTEL,67.0,4,5,1.14,WINDOW,512
544,Laptop Acer Gaming Predator Helios 300 PH315-54-75YD,36590000,ACER,16,15.6,2560x1440,INTEL,59.0,4,5,2.3,WINDOW,512
545,Laptop LG Gram 2021 17Z90P-G.AH76A5 17 inch,42690000,LG,16,17.0,2560x1600,INTEL,80.0,,5,1.35,WINDOW,512
546,Laptop Lenovo Legion 5 15ACH6H 82JU00QEVN,30990000,LENOVO,8,15.6,1920x1080,INTEL,80.0,,5,,WINDOW,512
547,Laptop Dell Inspirion 5410 N4I5547W1,25490000,DELL,8,14.0,1920x1080,INTEL,41.0,3,5,1.65,WINDOW,512
548,Laptop Acer Gaming Predator Helios 300 PH315-53-78TN NH.QAUSV.005,38990000,ACER,16,15.6,1920x1080,INTEL,59.0,4,,2.2,WINDOW,512
549,Laptop ASUS VivoBook 14 A515EA-BQ498T,16590000,ASUS,8,15.6,1920x1080,INTEL,42.0,3,5,1.7,WINDOW,512
550,Laptop ASUS Vivobook S533EA,17290000,ASUS,8,15.6,1920x1080,INTEL,50.0,3,5,1.667,WINDOW,512
551,Laptop Lenovo Ideapad 5 Pro 14ACN6 82l7007XVN,21990000,LENOVO,16,14.0,2240x1400,INTEL,56.5,,5,41.0,WINDOW,512
552,Laptop ASUS VivoBook Pro M3500QC-L1085T,28790000,ASUS,16,15.6,1920x1080,INTEL,63.0,3,5,1.65,WINDOW,512
553,Laptop ASUS VivoBook X515EA-EJ1046T,16590000,ASUS,8,15.6,1920x1080,INTEL,37.0,2,4,1.8,WINDOW,512
554,Macbook Pro 14 inch 2021 M1 Pro 8 CPU - 14 GPU 32GB 1TGB sạc 67W | Chính hãng Apple Việt Nam,70990000,APPLE,32,14.2,3024x1964,INTEL,,,5,1.6,,512
555,Laptop Gaming ASUS ROG Zephyrus GA401IHR-HZ009T,26090000,ASUS,8,14.0,1920x1080,INTEL,,4,5,1.6,WINDOW,512
556,Laptop ASUS VivoBook 15 S533EQ,21210000,ASUS,8,15.6,1920x1080,INTEL,50.0,3,5,1.8,WINDOW,512
557,Laptop ASUS VivoBook X415EA-EK560T,13390000,ASUS,4,14.0,1920x1080,INTEL,37.0,2,4,1.6,WINDOW,256
