Title,Price sale,Price origin,url,Loại card đồ họa,Dung lượng RAM,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Hệ điều hành,Cổng giao tiếp,Loại RAM,Số khe ram,Pin,Độ phân giải màn hình,Socket.690.000đKhi thu cũ lên đời,27.990.000đ,https://cellphones.com.vn/macbook-air-m3-13-inch-2024.html,GPU 8 Lõi,8GB,256GB SSD,13.6 inches,True Tone,MacOS,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4
Laptop HP Pavilion 15-EG3091TU 8C5L2PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3091tu-8c5l2pa.html,Intel Iris Xe Graphics,16GB,512 GB SSD NVMe PCIe,15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chóiĐộ sáng 250 nits,Windows 11 Home SL,"1x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)1x Jack tai nghe 3.5 mm2x USB 3.21x HDMI",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe 8 GB, nâng cấp tối đa 32 GB)","3-cell Li-ion, 41 Wh",1920 x 1080 pixels (FullHD),
Laptop Asus Vivobook Flip 14 TP470EA EC346W,,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tp470ea-ec346w.html,Intel UHD Graphics,4GB,512GB SSD M.2 NVMe™ PCIe® 3.0,14 inches,,Windows 10 Home SL ,1x Thunderbolt™ 4 supports display / power delivery  1x USB 3.2 Gen 2 Type-A  1x USB 2.0 Type-A  1x HDMI 1.4  1x 3.5mm Combo Audio Jack  1x DC-in  Finger Print,LPDDR4X 3200MHz Onboard,,3 Cells 42WHrs,1920 x 1080 pixels (FullHD),
Laptop HP Zbook Firefly 14 G8 1A2F1AV,,,https://cellphones.com.vn/laptop-hp-zbook-firefly-14-g8-1a2f1av.html,,,,,,,,,,,,
Macbook Pro 16 M3 Max 36GB - 1TB | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/macbook-pro-16-inch-m3-max-2023-36gb-1tb.html,30 nhânNeural Engine 16 nhân,36GB,1TB,16.2 inches,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hìnhĐộ sáng đỉnh 1600 nit (chỉ nội dung HDR)True ToneProMotion ,,Hai cổng Thunderbolt / USB 4 (USB-C)Ba cổng Thunderbolt 4 (USB-C)Cổng HDMI Cổng HDMIKhe thẻ nhớ SDXCJack 3.5mm,,,70Wh,3024 x 1964 pixels ,
Laptop Dell Inspiron 5425,,,https://cellphones.com.vn/laptop-dell-inspiron-5425.html,,,,,,,,,,,,
Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 32GB - 512GB) | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/mac-mini-m2-pro-32gb-2023.html,16 nhân GPU,32GB,512GB,,Xuất hình ảnh 6K 60hz qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,macOS,Thunderbolt 42 x USB‑A portsHDMIWi‑Fi 6ECổng 3.5mm,,,,,
Laptop Dell Latitude 7400,,,https://cellphones.com.vn/laptop-dell-latitude-7400.html,Intel UHD Graphics 620,8GB,256 GB M.2 NVMe PCIe,14 inches,,Windows 10 Pro,"2x USB-A 3.0 / 3.1/3.2 Gen 1  1x Thunderbolt 3 (DisplayPort và Sạc)  1x HDMI 1.4  1x 1/8"" / 3.5 mm Headphone/Microphone Input/Output  1x SD",DDR4 (Có thể tháo ra và nâng cấp lên tối đa 32 GB),2 khe,4-Cell: 60 Wh,1920 x 1080 pixels (FullHD),
MacBook Pro 14 inch M2 Pro 2023 (10 CPU - 16 GPU - 32GB - 512GB),,,https://cellphones.com.vn/macbook-pro-14-inch-m2-pro-32gb-2023.html,16 nhân GPU,32GB,512GB SSD,14.2 inches,"120Hz, Liquid Retina, Mini LED, XDR",MacOS,1 x 3.5mm Cổng MagSafe 1x HDMI  1x SDXC,,,70WhĐi kèm sạc 67W,3024 x 1964 pixels ,
Laptop ASUS Zenbook DUO UX8406MA-PZ142W,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz142w.html,,,,,,,,,,,,
Laptop ASUS Vivobook 14 X1402ZA-EK084W,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-ek084w.html,Intel Iris Xe Graphics,8GB,256GB M.2 NVMe PCIe 3.0 SSD,14 inches,Màn hình chống chói  Độ phủ màu 45% NTSC  Độ sáng 220 nits,Windows 11 Home,1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x DC-in,DDR4 Onboard,,"42WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD),
Laptop MSI Modern 14 C12MO-660VN,,,https://cellphones.com.vn/laptop-msi-modern-14-c12mo-660vn.html,Intel Iris Xe Graphics,16GB,512GB SSD M.2 PCIe NVMe Gen3 x4,14 inches,"Chống chói, góc mở 180 độ",Windows 11 Home,1x USB 3.2 Gen2 Type-A 2x USB 2.0 1x USB Type-C (tích hợp Display Port) hỗ trợ sạc PD 1x HDMI (4K 60Hz) 1x Đầu đọc thẻ MicroSD 1x Mic-in/ Headphone-out combo jack,DDR4 3200MHz Onboard,,39Wh,1920 x 1080 pixels (FullHD),
Laptop MSI Crosshair 15 B12UEZ-460VN,,,https://cellphones.com.vn/laptop-msi-gaming-crosshair-15-b12uez-460vn.html,NVIDIA GeForce RTX 3060 6GB GDDR6,16GB,1TB NVMe PCIe  SSD,15.6 inches,"165Hz, 72%NTSC, IPS-Level, Độ phủ màu 100% sRGB",Windows 11 Home,1x Type-C USB 3.2 Gen1 2x Type-A USB 3.2 Gen11x Type-A USB 2.01x HDMI1x Mic-in/Headphone-out Combo Jack1x RJ45,(8GB x 2) DDR4 Buss 3200,2 Khe nâng cấp tối đa 64 GB,"3 Cell, 53.5Whr",2560x1440 (Quad HD),
Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 512GB) | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/mac-mini-m2-24gb-512gb-2023.html,10 nhận GPU16 nhân Neural Engine,24GB,512GB SSD,,Hỗ trợ xuất hình ảnh 6K 60HZ qua cổng ThunderboltXuất hình ảnh 4K qua cổng HDMI,,"Jack 3.5mm, cổng HDMI, 2 cổng USB-A, Cổng Ethernet",24GB,,,,
iMac 24 2021 M1 8GPU 8GB 512GB I Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/imac-2021-8gpu-512gb.html,,,,,,,,,,,,
Laptop Gigabyte G5 GD-51VN123SO,,,https://cellphones.com.vn/laptop-gigabyte-g5-gd-51vn123so.html,NVidia Geforce RTX 3050 4GB GDDR6,16GB,512GB M.2 NVMe PCIe,15.6 inches,Màn hình chống chóiDisplay LCD,Windows 11 Home,1x USB2.0 Type-A 1x USB3.2 Gen1 Type-A 1x USB3.2 Gen2 Type-A 1x USB 3.2 Gen 2 Type-C 1 x LAN 1x HDMI 2.0 (with HDCP) 1x Audio combo jack 1x Microphone jack 1x Đầu đọc thẻ SD 1 x DC-in jack,DDR4 3200Mhz,2 khe (Nâng cấp tối đa 64GB),48.96WHrs,1920 x 1080 pixels (FullHD),
Laptop MSI Modern 14 C7M-083VN,,,https://cellphones.com.vn/laptop-msi-modern-14-c7m-083vn.html,AMD Radeon Graphics,8GB,512 GB 1x M.2 SSD slot (NVMe PCIe Gen3),14 inches,"45% NTSC, Thin Bezel, 65% sRGB",Windows 11 Home,1x Type-C USB3.2 Gen2 (Sạc PD) 1x Type-A USB3.2 Gen2 2x Type-A USB2.0 1x Đầu đọc thẻ Micro SD 1x HDMI 2.1 (4K @ 60Hz) 1x Mic-in/Headphone-out Combo Jack,DDR4-3200 Onboard,,3-Cell 39.3 Battery (Whr),1920 x 1080 pixels (FullHD),
Laptop ASUS ZenBook 14 OLED UX3402VA-KM085W,,,https://cellphones.com.vn/laptop-asus-zenbook-14-oled-ux3402va-km085w.html,,,,,,,,,,,,
Laptop Asus Zenbook 14 UX3402ZA KM218W,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3402za-km218w.html,Intel® Iris Xe Graphics,8GB,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,Bảo vệ mắt SGS  100% DCI-P3  90Hz  Độ sáng tối đa 600nits  DisplayHDR True Black 600  1.07 tỷ màu  Pantone  Glossy display  Hạn chế ánh sáng xanh,Windows 11 Home - ASUS đề xuất Windows 11 Pro cho doanh nghiệp,1x HDMI 2.0b 1x 3.5mm Combo Audio Jack  1x USB 3.2 Gen 2 Type-A2x Thunderbolt™ 4 hiển thị/sạcĐầu đọc thẻ Micro SD,8GB LPDDR5 on board,,"75WHrs, 2S2P, 4-cell Li-ion",2880 x 1800 pixels,
Laptop LG Gram 2023 17ZD90R-G.AX73A5,,,https://cellphones.com.vn/laptop-lg-gram-2023-17zd90r-g-ax73a5.html,,,,,,,,,,,,
Laptop ASUS VivoBook 15X OLED S3504VA-L1226W,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1226w.html,Intel Iris Xe Graphics,16GB,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,Thời gian phản hồi 0.2ms  Độ sáng tối đa 550nits HDR Độ phủ màu 100% DCI-P3 HDR True Black 5001.07 tỷ màu TÜV Rheinland-certified,Windows 11 Home,1x USB 2.0 Type-A1x USB 3.2 Gen 1 Type-C (Hỗ trợ sạc)2x USB 3.2 Gen 1 Type-A1x HDMI 1.41x 3.5mm Combo Audio Jack1x Headphone/Headset1x DC-in,DDR4,2 khe (8GB Onboard + 8GB SO-DIMM),"50WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD),
Laptop MSI Katana GF66 12UCK-699VN,,,https://cellphones.com.vn/laptop-msi-katana-gf66-2uck-699vn.html,NVIDIA GeForce RTX 3050 ,8GB,512GB PCIE,15.6 inches,,Windows 11 Home,2x Type-A USB3.2 Gen1 1x Type-C USB3.2 Gen1 1x (4K @ 60Hz) HDMI 1x RJ45 1x Type-A USB2.0,DDR4,2 khe,53.5 Battery (Whr) 3-Cell,1920 x 1080 pixels (FullHD),
Laptop gaming MSI GF63 Thin 11SC 664VN,,,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-11sc-664vn.html,NVIDIA GeForce GTX1650 4GB GDDR6 ,8GB,512 GB SSD NVMe PCIe1 khe HDD 2.5 inch ,15.6 inches,"Full HD, IPS, tần số quét 144Hz, Thin Bezel",Windows 11 Home,3x USB3.2 Gen1  1x Type-C USB3.2 Gen1 1x HDMI  1x RJ-45,DDR4 3200MHz ,2 Khe nâng cấp tối đa 64 GB,52.4WHrs Li-ion Battery,1920 x 1080 pixels (FullHD),
Laptop HP 14S DQ2644TU,,,https://cellphones.com.vn/laptop-hp-14s-dq2644tu.html,Intel UHD,8GB,256 GB M.2 NVMe 1,14 inches,,Windows 11,1 HDMI3 USB 3.2 Gen 1,,1 khe ram trống (nâng cấp tối đa 16GB),3 Cell,1080 x 1920 pixels (FullHD),
Laptop Dell XPS 9315,,,https://cellphones.com.vn/laptop-dell-xps-9315.html,Intel Iris Xe Graphics,16GB,SSD 512GB,13.4 inches,Chống chói Hz,Windows 11,2x Type-C  1x Thunderbolt,16GB LPDDR5 bus 5200MHz,,,1920 x 1200 pixels (FullHD+),
Laptop ASUS VivoBook X515KA-EJ135W,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ka-ej135w.html,,,,,,,,,,,,
Laptop ASUS ROG Flow X16 GV601VV-NL016W,,,https://cellphones.com.vn/laptop-asus-rog-flow-x16-gv601vv-nl016w.html,NVIDIA GeForce RTX 4060 8GB GDDR6,16GB,1TB PCIe 4.0 NVMe M.2 SSD,16 inches,Mini LED Độ sáng 1100nits Độ phủ màu DCI-P3 100% Pantone Validated ROG Nebula HDR Display,Windows 11 Home,1x ROG XG Mobile Interface 1x Thunderbolt 4 (DisplayPort / Sạc) 1x USB 3.2 Gen 2 Type-C (DisplayPort / Sạc / G-SYNC) 2x USB 3.2 Gen 2 Type-A 1x HDMI 2.1 FRL hỗ trợ công tắc HDMI 1x 3.5mm Combo Audio Jack,8GB x 2DDR5 4800Mhz,2 khe,"90WHrs, 4S1P, 4-cell Li-ion",2560x1600 pixel (QHD+),
Laptop MSI Modern 14 B5M 204VN,,,https://cellphones.com.vn/laptop-msi-modern-14-b5m-204vn.html,,,,,,,,,,,,
Laptop Dell Latitude 7480,,,https://cellphones.com.vn/laptop-dell-latitude-7480.html,Intel HD Graphics 620,8GB,256GB SSD M2,14.1 inches,,Windows 10 Home,4x USB 3.0  1x Mini DisplayPort 1x Đầu đọc thẻ SD 4 trong 1 1x Headphone/microphone Combo,DDR4 2133MHz,,"4-cell, 60 Wh Li-ion",1920 x 1080 pixels (FullHD),
Laptop MSI Modern 14 C7M-212VN,,,https://cellphones.com.vn/laptop-msi-modern-14-c7m-212vn.html,AMD Radeon Graphics,16GB,512GB NVMe PCIe Gen 3x4 SSD ,14 inches,Độ phủ màu 45% NTSC và 65% sRGB,Windows 11 Home,1 x Type-C USB3.2 Gen2 1 x Type-A USB3.2 Gen2 2 x Type-A USB2.0 1 x HDMI 1 x Jack cắm tai nghe 1 x MicroSD Reader,,1 thanh RAM,39Wh 3 Cell,1920 x 1080 pixels (FullHD),
Laptop LG Gram 2023 17Z90R-G.AH78A5,,,https://cellphones.com.vn/laptop-lg-gram-2023-17z90r-g-ah78a5.html,,,,,,,,,,,,
Laptop Dell Latitude E5430,,,https://cellphones.com.vn/laptop-dell-latitude-e5430.html,Intel HD Graphics 4000,4GB,SSD 120GB,14 inches,,Windows 7,,,,6 cell,1366 x 768 pixels,
Laptop Lenovo Gaming Legion 5 15ARH7 82RE0035VN,,,https://cellphones.com.vn/laptop-lenovo-gaming-legion-5-15arh7-82re0035vn.html,"NVIDIA GeForce RTX 3050 4GB GDDR6, xung nhịp 1740MHz, TGP 95W",8GB,512GB SSD M.2 2280 PCIe 4.0x4 NVMe,15.6 inches,Độ sáng 300nits Màn hình chống chói Tần số quét 165Hz Độ phủ màu 100% sRGB Dolby Vision FreeSync G-SYNC DC dimmer,Windows 11 Home 64 Single Language,"3x USB 3.2 Gen 1 2x USB-C 3.2 Gen 2 (Truyền dữ liệu, DisplayPort 1.4) 1x USB-C 3.2 Gen 2 (Truyền dữ liệu, PD 135W, DisplayPort 1.4) 1x HDMI, up to 8K/60Hz 1x RJ-45 1x Headphone/microphone combo 3.5mm 1x Đầu nối nguồn",8GB SO-DIMM DDR5-4800,"2 khe cắm DDR5 SO-DIMM, tối đa 16GB DDR5-4800",80Wh,1920 x 1080 pixels (FullHD),
Laptop ASUS Rog Strix Scar 15 G533ZS-LN036W,,,https://cellphones.com.vn/laptop-asus-rog-strix-scar-15-g533zs-ln036w.html,NVIDIA® GeForce RTX™ 3080 Laptop GPU,32GB,2TB M.2 NVMe™ PCIe® 4.0 Performance SSD,15.6 inches,,Windows 11 Home,1x 2.5G LAN port 1x Thunderbolt™ 4 support DisplayPort™ 1x USB 3.2 Gen 2 Type-C support DisplayPort™ / power delivery / G-SYNC 2x USB 3.2 Gen 1 Type-A,DDR5,2x DDR5 SO-DIMM slots 2x PCIe,"90WHrs, 4S1P, 4-cell Li-ion",2560x1440 (Quad HD),
Laptop ASUS TUF Gaming A15 FA507RE-HN007W,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507re-hn007w.html,,,,,,,,,,,,
Laptop Vaio FE 14 VWNC51427-RG,,,https://cellphones.com.vn/laptop-vaio-fe-14-vwnc51427-rg.html,,,,,,,,,,,,
Laptop ASUS Zenbook 14 Flip OLED UP5401ZA-KN101W,,,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up5401za-kn101w.html,Intel Iris Xᵉ Graphics,16GB,512GB SSD,14 inches,"2.8K (2880 x 1800) OLED 16:10 aspect ratio, 70% less harmful blue light, 100% DCI-P3 color gamut, US MIL-STD 810H military-grade standard",Windows 11,1x HDMI 2.0b1x 3.5mm Combo Audio Jack1x USB 3.2 Gen 2 Type-A2x Thunderbolt™ 4 supports display / power delivery Micro SD card reader,LPDDR5,,"63WHrs, 3S1P, 3-cell Li-ion",2880 x 1800 pixels,
Laptop Lenovo Thinkpad X1 Carbon gen 10,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-10.html,Intel Iris Xe Graphics,16GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",14 inches,Eyesafe  Màn hình chống chói  Độ sáng 400 nits,Windows 11 Home SL,1x HDM1x Jack tai nghe 3.5 mm1 x USB 3.22 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 and DisplayPort 1.4)1 x USB 3.2 (Always on),LPDDR5 (Onboard) 5200 MHz,, 57 Wh,1920 x 1200 pixels (WUXGA),
Macbook Pro 14 inch M3 Pro (11CPU 14GPU 36GB 512GB),,,https://cellphones.com.vn/macbook-pro-14-inch-m3-pro-2023-36gb-512gb-75858.html,,,,,,,,,,,,
Laptop Lenovo Thinkpad X1 Carbon gen 5,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-5.html,Intel HD 520,8GB,256GB (M.2 NVMe),14 inches,Độ sáng tối đa 300nits Độ phủ màu 100% sRGB,Windows 10 Pro,2 x Cổng USB 3.1 Gen 1 Type-A 2 x Cổng USB Type-C tích hợp Thunderbolt 3 1 x Thẻ nhớ Micro SD 1 x Jack cắm tai nghe 1 x Cổng mini Display port 1 x Cổng HDMIEthernet Lenovo,LPDDR3 1866MHz,1 khe RAM 8GB,57WHr Li-Polymer,1920 x 1080 pixels (FullHD),
Laptop HP Pavilion X360 14-EK00013,,,https://cellphones.com.vn/laptop-hp-pavilion-x360-14-ek00013.html,,,,,,,,,,,,
Laptop Lenovo ThinkBook 14 G3 ACL 21A200R0VN,,,https://cellphones.com.vn/laptop-lenovo-thinkbook-14-g3-acl-21a200r0vn.html,,,,,,,,,,,,
Laptop Asus Rog Flow X13 GV301QC K6082T,,,https://cellphones.com.vn/laptop-asus-rog-flow-x13-gv301qc-k6082t.html,NVIDIA® GeForce RTX™ 3050 4GB,16GB,512 GB M.2 2230 NVMe™ PCIe® 3.0 SSD,13.4 inches,"IPS-level, 300nits  Glossy display  Pantone Validated",Windows 10 Home,1x ROG XG Mobile  1x USB 3.2 Gen 2 Type-A  2x USB 3.2 Gen 2 Type-C support DisplayPort™/power delivery  1x 3.5mm Combo Audio Jack  1x HDMI 2.0b,16 GB LPDDR4 Onboard,,"62WHrs, 4S1P, 4-cell Li-ion",1920 x 1200 pixels (FullHD+),
Laptop Dell Vostro 3405 V4R53500U003W,,,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5.html,,,,,,,,,,,,
Laptop HP 15-DY2024NR 4X6F6UA,,,https://cellphones.com.vn/laptop-hp-15-dy2024nr-4x6f6ua.html,,,,,,,,,,,,
Laptop Lenovo Thinkpad X1 Carbon gen 6,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-x1-carbon-gen-6.html,Intel UHD 620,16GB,256GB SSD,14 inches,Độ sáng tối đa 300 nits Độ phủ màu 90% sRGB,Windows 10 Pro,2 x cổng USB Type A 3.1 Gen 1 2 x cổng USB Type C 1 x HDMI 1 x Jack tai nghe 3.5mm 1 x khe nanoSim  1x micro SD,LPDDR3 2133MHz,1 thanh RAM 16GB,57WHr Li-ion,1920 x 1080 pixels (FullHD),
Laptop Lenovo Thinkpad T480,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t480.html,Intel UHD 620 ,32GB,1 TB OPAL2 M.2 2280 SSD ,14 inches,Chống chói,Windows 10 Pro 64-bit,"1x Intel Thunderbolt 3 1xUSB-C 2x USB 3.0 1x Headphone and microphone combo jack 1x Đầu đọc thẻ SD 4 trong 1 (SD, MMC, SDHC, SDXC) 1x HDMI 1x RJ45 1x Đầu đọc thẻ thông minh 1x Nano SIM",DDR4 2400MHz,,Lên đến 30.3 giờ,1920 x 1080 pixels (FullHD),
iMac M3 24 inch 8GB 512GB | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/imac-m3-2023-24-inch-8gb-512gb.html,,,,,,,,,,,,
Laptop Lenovo Yoga Pro 7 14IRH8 82Y70050VN,,,https://cellphones.com.vn/laptop-lenovo-yoga-pro-7-14irh8-82y70050vn.html,,,,,,,,,,,,
Laptop Asus TUF Gaming F17 FX706HC-HX579W,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f17-fx706hc-hx579w.html,NVIDIA® GeForce RTX™ 3050 Laptop GPU + Intel® UHD Graphics,8GB,512GB PCIe® 3.0 NVMe™ M.2 SSD,17.3 inches,"250nits, NTSC 45 %",Windows 11 Home,1x RJ45 LAN port  3x USB 3.2 Gen 1 Type-A  1x Thunderbolt™ 4 support DisplayPort™  1x HDMI 2.0b  1 x Jack 3.5 mm,8GB DDR4-3200 SO-DIMM,,"48WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD),
Laptop Lenovo Thinkpad T14 gen 2,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14-gen-2.html,Intel UHD tích hợpIntel Iris Xe Graphics,32GB,"SSD PCIe 2TB (512 GB SSD NVMe PCIe, Nâng cấp tối đa 2 TB)",14 inches,Độ sáng 500Nits  PrivacyGuard Cảm ứng On-Cell,Windows 11 Pro,2 x USB-A 3.1 Gen 1 (1 luôn bật) 2 x USB-C Thunderbolt 3 1 x Đầu đọc thẻ MicroSD 1 x Đầu đọc thẻ thông minh 1 x Tai nghe/micrô kết hợp 1 x HDMI 2.0 1 x RJ45 (Optional),DDR4 3200MHz,,,1920 x 1080 pixels (FullHD),
Laptop Lenovo Thinkpad T14 gen 2,,,https://cellphones.com.vn/laptop-lenovo-thinkpad-t14-gen-2.html,Intel UHD tích hợpIntel Iris Xe Graphics,32GB,"SSD PCIe 2TB (512 GB SSD NVMe PCIe, Nâng cấp tối đa 2 TB)",14 inches,Độ sáng 500Nits  PrivacyGuard Cảm ứng On-Cell,Windows 11 Pro,2 x USB-A 3.1 Gen 1 (1 luôn bật) 2 x USB-C Thunderbolt 3 1 x Đầu đọc thẻ MicroSD 1 x Đầu đọc thẻ thông minh 1 x Tai nghe/micrô kết hợp 1 x HDMI 2.0 1 x RJ45 (Optional),DDR4 3200MHz,,,1920 x 1080 pixels (FullHD),
Laptop HP Pavilion 15-EG3112TU 8U6L9PA,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3112tu-8u6l9pa.html,,,,,,,,,,,,
Laptop Gigabyte G5 MF5-52VN353SH,,,https://cellphones.com.vn/laptop-gigabyte-g5-mf5-52vn353sh.html,RTX 4050 6GB GDDR6,16GB,512GB SSD M.2 NVMe,15.6 inches,,Windows 11 Home,1 x HDMI1 x Mini DisplayPort2 x USB Type C1 x USB 3.21 x USB 2.01 x Thẻ SD2 x Jack cắm tai nghe 1 x Cổng RJ-45 LAN,DDR5 4800MHz,2 khe (Hỗ trợ tối đa 64GB),"54 Wh, Pin liền",1920 x 1080 pixels (FullHD),
Macbook Pro 16 inch 2021 M1 Max 10 CPU - 24 GPU 64GB 1TB 2021 | Chính hãng Apple Việt Nam,,,https://cellphones.com.vn/macbook-pro-16-inch-2021-m1-max-24gpu-64gb-1tb.html,,,,,,,,,,,,
Laptop Dell XPS 9320,,,https://cellphones.com.vn/laptop-dell-xps-9320.html,Intel Iris Xe Graphics,16GB,512 GB SSD NVMe PCIe,13.4 inches,Tần số quét 60 Hz  Anti-Reflective  Độ sáng 400 nits  InfinityEdge display,Windows 11 Home SL + Office Home & Student vĩnh viễn,2 x Thunderbolt 4 với USB-C (Sạc và DisplayPort),16 GB LPDDR5 Onboard 5200 MHz,," 3-cell, 55 Wh",,
Laptop Dell Inspiron 7425,,,https://cellphones.com.vn/laptop-dell-inspiron-7425.html,AMD Radeon Graphics,8GB,512GB M.2 PCIe NVMe SSD,14 inches,"Độ phủ màu 65,5%sRGB",Windows 11 Home bản quyền,1 x USB Type A  2 x USB Type C display-port 1 x HDMI 1 x Jack cắm tai nghe 3.5mm  1 x Đầu đọc thẻ SD,DDR4 3200MHz,1 thanh RAM 8GB,54WHr 4-Cell,1920 x 1200 pixels (FullHD+),
Laptop Dell XPS 9510,,,https://cellphones.com.vn/laptop-dell-xps-9510.html,Intel UHD Graphics  Nvidia Geforce RTX3050Ti,16GB,SSD 1024GB M.2 2,15.6 inches,Độ phủ màu 100% sRGB  Tần số quét 60 Hz,Window 10 Home,3x Type-C 1x Jack 3.5 mm 1x Thunderbolt,DDR4 bus 3200MHz (Nâng cấp tối đa 64GB),,86 WHr,3456 x 2160 pixels,
Laptop Lenovo Legion Slim 5 16IRH8 82YA00BUVN,,,https://cellphones.com.vn/laptop-lenovo-legion-slim-5-16irh8-82ya00buvn.html,,,,,,,,,,,,
Laptop Asus Vivobook 14 X1402ZA-EB100W,,,https://cellphones.com.vn/laptop-asus-vivobook-14-x1402za-eb100w.html,Intel® UHD Graphics,8GB,256GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,LED Backlit  250nits  45% NTSC  Chống chói,Windows 11 Home,1x USB 2.0 Type-A  1x USB 3.2 Gen 1 Type-C  2x USB 3.2 Gen 1 Type-A  1x HDMI 1.4  1x 3.5mm Combo Audio Jack 1x DC-in,8GB DDR4 on board,,"42WHrs, 3S1P, 3-cell Li-ion",1920 x 1080 pixels (FullHD),
Laptop Giagabyte G5 ME-51VN263SH,,,https://cellphones.com.vn/laptop-gigabyte-g5-me-51vn263sh.html,NVIDIA GeForce RTX 3050 Ti Laptop GPU 4GB GDDR6,8GB,512GB SSD M.2 2280 PCIe NVMe,15.6 inches,IPS 144Hz,Windows 11 Home,1 x USB 2.0 Type-A1 x USB 3.2 Gen1 Type-A1 x USB 3.2 Gen2 Type-C1 x HDMI 2.11 x mini DP 1.41 x Audio jack1 x MicroSD Card Reader1 x DC-in Jack1 x RJ-45,DDR4 3200MHz,"1 khe, tối đa 64GB",54Wh,1920 x 1080 pixels (FullHD),
Laptop Acer Aspire 3 A315-56-37DV NX.HS5SV.001,,,https://cellphones.com.vn/laptop-acer-aspire-3-a315-56-37dv.html,,,,,,,,,,,,
Laptop HP 240 G8 518V8PA,,,https://cellphones.com.vn/laptop-hp-240-g8-518v8pa.html,Intel UHD Graphics,8GB,512GB SSD PCIe (M.2 2280),14 inches,"Màn hình chống loá, 60Hz WLED-backlit",Windows 10 Home SL ,1 x USB 3.1 Gen 1 Type-C  2 x USB 3.1 Gen 1 Type-A   1 x Headphone/Microphone combo jack  SD-card reader,"DDR4/ 3200MHz, 2 khe cắm",,3 Cell Int (41.04Wh),1920 x 1080 pixels (FullHD),
Laptop Acer Aspire 3 A315-42-R4XD NX.HF9SV.008,,,https://cellphones.com.vn/laptop-acer-aspire-3-a315-42-r4xd.html,,,,,,,,,,,,
Laptop Dell Inspiron 5310,,,https://cellphones.com.vn/laptop-dell-inspiron-5310.html,Intel UHD Graphics,8GB, 256 GB SSD NVMe PCIe,13.3 inches,Chống chói Anti Glare 100% sRGB Độ sáng 300 nits WVA, Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,1 x HDMI 1 x Jack tai nghe 3.5 mm 2 x Thunderbolt 4 USB-C 1 x USB 3.2 (Always on), LPDDR4X 4267 MHz,1 Thanh RAM,54 Wh 4 celll,1920 x 1200 pixels (FullHD+),
Laptop Acer Aspire Lite AL14-51M-59BN NX.KTXSV.001,,,https://cellphones.com.vn/laptop-acer-aspire-lite-al14-51m-59bn.html,,,,,,,,,,,,
